#V3.30.07.01-opt;_2017_08_07;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Wed Sep 16 14:46:15 2020
#_Number_of_datafiles: 2

#_observed data: 
#V3.30.07.01-opt;_2017_08_07;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
1889 #_StartYr
2016 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_Nareas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type timing area units need_catch_mult fleetname
 1 -1 1 1 0 1_CA_TRAWL  # 1
 1 -1 1 1 0 2_CA_FIX  # 2
 1 -1 1 1 0 3_CA_REC  # 3
 3 0.5 1 1 0 4_CA_TRI_Early  # 4
 3 0.5 1 1 0 5_CA_TRI_Late  # 5
 3 0.5 1 1 0 6_CA_NWFSC  # 6
 3 0.5 1 1 0 7_CA_HookLine  # 7
 3 0.5 1 1 0 8_CA_Lam_Research  # 8
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
-999 1 1 0 0.01
1889 1 1 0 0.01
1890 1 1 13.2258 0.01
1891 1 1 26.4517 0.01
1892 1 1 39.6775 0.01
1893 1 1 52.9033 0.01
1894 1 1 66.1292 0.01
1895 1 1 79.355 0.01
1896 1 1 92.5808 0.01
1897 1 1 105.807 0.01
1898 1 1 119.032 0.01
1899 1 1 132.258 0.01
1900 1 1 145.484 0.01
1901 1 1 158.71 0.01
1902 1 1 171.936 0.01
1903 1 1 185.162 0.01
1904 1 1 198.387 0.01
1905 1 1 211.613 0.01
1906 1 1 224.839 0.01
1907 1 1 238.065 0.01
1908 1 1 251.291 0.01
1909 1 1 264.517 0.01
1910 1 1 277.743 0.01
1911 1 1 290.968 0.01
1912 1 1 304.194 0.01
1913 1 1 317.42 0.01
1914 1 1 330.646 0.01
1915 1 1 343.872 0.01
1916 1 1 357.098 0.01
1917 1 1 370.323 0.01
1918 1 1 383.549 0.01
1919 1 1 396.775 0.01
1920 1 1 410.001 0.01
1921 1 1 423.227 0.01
1922 1 1 436.452 0.01
1923 1 1 449.678 0.01
1924 1 1 462.904 0.01
1925 1 1 476.13 0.01
1926 1 1 489.356 0.01
1927 1 1 502.582 0.01
1928 1 1 515.808 0.01
1929 1 1 529.033 0.01
1930 1 1 542.259 0.01
1931 1 1 555.485 0.01
1932 1 1 399.239 0.01
1933 1 1 626.897 0.01
1934 1 1 388.27 0.01
1935 1 1 459.676 0.01
1936 1 1 341.235 0.01
1937 1 1 438.361 0.01
1938 1 1 337.04 0.01
1939 1 1 260.399 0.01
1940 1 1 312.359 0.01
1941 1 1 238.515 0.01
