"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F0.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","F9.1","F10.1","F11.1","F12.1","F13.1","F14.1","F15.1"
2003,"Month","Fleet",1,0,"Enter",100,100,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",112,112,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",24,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",26,26,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",30,30,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",32,32,11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",34,34,7,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",36,36,6,0,81.8181818181818,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8181818181818,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",38,38,5,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",40,40,14,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",42,42,17,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",44,44,19,0,14.2857142857143,78.5714285714286,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,78.5714285714286,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",46,46,25,0,11.7647058823529,70.5882352941177,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7647058823529,70.5882352941177,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",48,48,13,0,5.26315789473684,84.2105263157895,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,84.2105263157895,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",50,50,24,0,0,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",52,52,24,0,0,30.7692307692308,61.5384615384615,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,61.5384615384615,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",54,54,28,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",56,56,22,0,0,8.33333333333333,83.3333333333333,4.16666666666667,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,83.3333333333333,4.16666666666667,4.16666666666667,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",58,58,30,0,0,14.2857142857143,71.4285714285714,10.7142857142857,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,71.4285714285714,10.7142857142857,3.57142857142857,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",60,60,21,0,0,0,59.0909090909091,36.3636363636364,0,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,59.0909090909091,36.3636363636364,0,4.54545454545455,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",62,62,19,0,0,6.66666666666667,46.6666666666667,33.3333333333333,6.66666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,46.6666666666667,33.3333333333333,6.66666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",64,64,12,0,0,4.76190476190476,57.1428571428571,23.8095238095238,9.52380952380952,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,57.1428571428571,23.8095238095238,9.52380952380952,4.76190476190476,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",66,66,8,0,0,0,36.8421052631579,47.3684210526316,15.7894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8421052631579,47.3684210526316,15.7894736842105,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",68,68,6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",70,70,8,0,0,0,50,37.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37.5,12.5,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",72,72,1,0,0,0,0,66.6666666666667,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",74,74,8,0,0,0,0,37.5,25,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,25,37.5,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",76,76,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",78,78,3,0,0,0,0,25,50,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,50,12.5,12.5,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",80,80,3,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",82,82,8,0,0,0,0,33.3333333333333,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",84,84,1,0,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",86,86,1,0,0,0,0,0,0,12.5,75,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,75,12.5,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",88,88,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",90,90,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",94,94,1,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0
2003,"Month","Fleet",1,0,"Enter",98,98,1,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",18,18,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",20,20,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",22,22,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",26,26,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",28,28,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",30,30,5,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",32,32,3,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",34,34,6,0,16.6666666666667,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",36,36,8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",38,38,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",40,40,5,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",42,42,11,0,0,45.4545454545455,54.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,54.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",44,44,6,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",46,46,13,0,0,30.7692307692308,69.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,69.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",48,48,5,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",50,50,16,0,0,12.5,62.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,62.5,25,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",52,52,17,0,0,17.6470588235294,64.7058823529412,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,64.7058823529412,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",54,54,12,0,0,0,50,41.6666666666667,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41.6666666666667,8.33333333333333,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",56,56,20,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",58,58,14,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,57.1428571428571,0,0,0,0,0,0,0,0,0,0,0
2004,"Month","Fleet",1,0,"Enter",60,60,11,0,0,0,45.4545454545455,36.3636363636364,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,36.3636363636364,18.1818181818182,0,0,0,0,0,0,0,0,0,0
